Article_ID,Title,IC1,IC2,IC3,IC4,IC5,EC1,EC2,EC3,EC4,EC5,EC6,Inclusion_Score,Exclusion_Flag,Screening_Decision,Exclusion_Reason,Screening_Notes
SD-0111,Large-scale multimodal model based embodied intelligent robots: A survey,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0112,Visual language integration: A survey and open challenges,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0113,"Sparse views, hard questions: Editorial Note for Issue 139 0f Computers & Graphics",No,No,No,No,No,No,No,No,No,Yes,No,0,YES,Exclude,EC5: Jenis publikasi bukan artikel jurnal/konferensi peer-reviewed (editorial/extended abstract < 4 halaman),Tipe dokumen: journal-article
SD-0114,AI-powered programmable virtual humans toward human physiologically-based drug discovery,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0115,"Generalist multimodal AI: A review of architectures, challenges and opportunities",No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0116,Robot learning in the era of foundation models: a survey,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0117,Predictable artificial intelligence,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0118,ColonNeRF: High-fidelity neural reconstruction of long colonoscopy,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0119,A new human-aware robot navigation framework based on time-dependent social interaction spaces: An application to assistive robots in caregiving centers,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0120,"Computational game content generation and socially responsible design: Current practices, challenges, and open problems",No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0121,Identifying the dynamics of interacting objects with applications to scene understanding and video temporal manipulation,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0122,Representation learning for continuous action spaces is beneficial for efficient policy learning,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0123,Dynamic tokenization in the Transformer era: A review and taxonomy,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0124,Organization of a Latent Space structure in VAE/GAN trained by navigation data,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0125,"Camera trajectory generation: A comprehensive survey of methods, metrics, and future directions",No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0126,Foundation models for autonomous driving: A comprehensive survey,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0127,IoT-LLM: A framework for enhancing large language model reasoning from real-world sensor data,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0128,State-observation augmented diffusion model for nonlinear assimilation with unknown dynamics,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0129,TRACE: Intervention-aware temporal representation learning for video understanding,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0130,How large-scale foundation models benefit precision livestock farming: A survey,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0131,M 3 A : A multimodal misinformation dataset for media authenticity analysis,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0132,"3: Pretrained, adapted, and multimodal foundation models for smarter eco-cities: A geospatial, language, vision, and timeseries approach to urban-environmental intelligence",No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0133,"AI for science: Progress, challenges, and perspectives",No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0134,Probabilistic image-based joint embedding predictive architecture,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
SD-0135,Exploring joint embedding predictive architectures for pretraining convolutional neural networks,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
SD-0136,Self-supervised learning for BIM element classification using a joint embedding predictive architecture,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
SD-0137,Toward generalizable foundation models for 3D BIM geometry using a joint embedding predictive architecture,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
SD-0138,Self-supervised pre-training with joint-embedding predictive architecture boosts ECG classification performance,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
SD-0139,Predicting gradient is better: Exploring self-supervised learning for SAR ATR with a joint-embedding predictive architecture,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
SD-0140,Escaping the big data paradigm in self-supervised representation learning,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
SD-0141,The prediction machine,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0142,PAL: Predictive Action Logic for online action segmentation,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0143,AI-Based semantic video indexing: a unified survey from segmentation to retrieval,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
SD-0144,Sim2Know: new paradigm of digital twins to design and inform human-centric knowledge system,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0145,Understanding the hippocampus as an apex of the cortical hierarchy and self-supervised predictive learning engine,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0146,Cable terminal partial discharge signal recognition method based on multi-scale self-supervision,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0147,"Foundation vision models in agriculture: DINOv2, LoRA and knowledge distillation for disease and weed identification",No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0148,An empirical study of unsupervised few-shot learning that utilizes self-supervised representation learning,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0149,Simultaneous training of autoencoders for coherent encoding of features from different domains: An approach to unified representation of technical components from 2D and 3D modality,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0150,Enhanced Pruning Strategy for Multi-Component Neural Architectures Using Component-Aware Graph Analysis,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0151,"Video vision transformer: to discover the ""four secrets"" of video patches",No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0152,Multimodal brain network analysis: Research advances and challenges,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0153,"Path to Artificial General Intelligence: Past, present, and future",No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0154,"Unsupervised anomaly detection with a temporal continuation, confidence-aware VAE-GAN",No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0155,Self-supervised learning-based EEG emotion recognition using spatial–temporal attention networks and contrastive learning,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0156,Scaling up self-supervised learning for improved surgical foundation models,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
SD-0157,SDNet: A self-supervised bird recognition method based on large language models and diffusion models for improving long-term bird monitoring,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0158,Neural cellular automata: Applications to biology and beyond classical AI,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0159,Multimodal fusion with vision-language-action models for robotic manipulation: A systematic review,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0160,Bootstrap each lead’s latent: A novel method for self-supervised learning of multilead electrocardiograms,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0161,"Predictive processing in neuroscience, computational modeling and psychology",No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0162,GKM-OD: Gaussian knowledge based modelling for outlier detection,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
SD-0163,TweetyBERT: Automated parsing of birdsong through self-supervised machine learning,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0164,SARCLIP: a multimodal foundation framework for SAR imagery via contrastive language-image pre-training,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0165,Self-supervised learning for object detection in challenging settings: A survey,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
SD-0166,"Human agents, generative AI, and innovation: A formal model of hybrid creative process",No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0167,Multimodal approach for fruit disease identification using vision language models and image embeddings,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0168,Chapter 11: The future path of large language models,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0169,Measuring the spatial explicitness of GeoAI and geospatial foundation models: A systematic review and future roadmap,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0170,SeaMo: A season-aware multimodal foundation model for remote sensing,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0171,Beyond benchmark accuracy: A generalization-centered analysis of deep learning for skeleton-based human activity recognition,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
SD-0172,A unified training framework with masked pixel–semantic reconstruction for agricultural image segmentation,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0173,TIMAR: Transition-informed representation for sample-efficient multi-agent reinforcement learning,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0174,JEMA: J oint E mbedding of M ultimodal and multi-view A lignment in human-centric embedding space for manufacturing,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0175,Recent advances of local mechanisms in vision foundation models: A survey and outlook,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0176,Geometry-aware self-supervised point cloud learning via view-guided hidden point removal and synthetic multi-view alignment,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0177,Super-joint guided local relation groups with fuzzy mask for self-supervised skeleton action recognition,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0178,Silico-driven drug discovery: A paradigm shift for nanomedicine science and industry,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0179,PCT: Pose Convolutional Transformer for skeleton-based action recognition,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0180,Self-supervised learning for graph-structured data in healthcare applications: A comprehensive review,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0181,State and capacity in neural models of cognition and consciousness,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0182,Adaptive self-supervised learning for retinal disease detection in optical coherence tomography images,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0183,MCNet: A multi-level consistency network for 3D point cloud self-supervised learning,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0184,UltraSeP: Sequence-aware pre-training for echocardiography probe movement guidance,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0185,Representation learning for skeleton-based action recognition from a causal perspective,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0186,Graph pre-trained framework with spatio-temporal importance masking and fine-grained optimizing for neural decoding,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0187,Chapter 13: Self-supervised learning for Earth observation foundation models,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0188,Self-supervised pre-training enables marine debris detection across sensors,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
SD-0189,SpecAware: a spectral-content aware foundation model for unifying multi-sensor learning in hyperspectral remote sensing mapping,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0190,JAMC: A jigsaw-based autoencoder with masked contrastive learning for cardiovascular disease diagnosis,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0191,MSSDF: Modality-shared self-supervised distillation for high-resolution multi-modal remote sensing image learning,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0192,Understanding cheese ripeness: An artificial intelligence-based approach for hierarchical classification,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
SD-0193,Mutual information-driven self-supervised point cloud pre-training,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0194,AI for resilience: From predictable risks to unprecedented disruptions,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0195,Inferring when to move,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0196,A blueprint for robotic surgery: From algorithmic control to embodied intelligence,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0197,Urban mobility foundation model: A literature review and hierarchical perspective,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0198,Priors and proprioceptive predictions,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0199,Agentic Spatial Digital Twins in Pharmacology: Decoding 4D Drug Response Dynamics within the Tissue Microenvironment,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0200,Digital twin construction for biomimetic materials,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0201,Exploring the interplay of clinical reasoning and artificial intelligence in psychiatry: Current insights and future directions,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0202,L ayout D reamer : Physics-guided layout for text-to-3D compositional scene generation,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0203,SF-MDS: A Sparse Fusion of Mixed-Distance Scales for 3D object detection,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0204,Large language models for car following in automated driving: Opportunities and challenges,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0205,SAIL: Scene-aware adaptive iterative learning for long-tail trajectory prediction in autonomous vehicles,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0206,Tracking and inspection of subsea pipelines and cables using underwater vehicles: A comprehensive review,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0207,Canalization and plasticity in psychopathology,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0208,"Foundations, vulnerabilities, and GenAI-driven defenses in Cognitive Internet of Medical Things systems",No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0209,Research status and application of artificial intelligence large models in the oil and gas industry,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0210,Federated inference and belief sharing,Yes,No,No,No,No,No,No,No,Yes,No,No,1,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0211,A diffusion reinforcement learning framework for air traffic conflict detection and resolution,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0212,"Exploring the roles of large language models in reshaping transportation systems: A survey, framework, and roadmap",No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
SD-0213,Chapter 5: Differential diagnosis making with large language models and probabilistic logic program,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
SD-0214,Large language models and their applications in roadway safety and mobility enhancement: A comprehensive review,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
PM-0001,Action-Controlled Scale-Wise Flow Matching for Embodied World Models.,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
PM-0002,Probing for consciousness in machines.,No,No,No,No,No,No,No,No,No,No,Yes,0,YES,Exclude,EC6: Naskah tidak tersedia dalam Bahasa Inggris atau full text tidak dapat diakses,Bahasa naskah: eng
PM-0003,Reinforcement learning as a robotics-inspired framework for insect navigation: from spatial representations to neural implementation.,No,No,No,No,No,No,No,No,No,No,Yes,0,YES,Exclude,EC6: Naskah tidak tersedia dalam Bahasa Inggris atau full text tidak dapat diakses,Bahasa naskah: eng
PM-0004,Object Detection and Scene Perception for Connected and Autonomous Vehicles Using LM-JEPA.,No,No,No,No,No,Yes,No,No,No,No,No,0,YES,Exclude,EC1: Catatan duplikat lintas basis data (Duplicate record),Duplikat terdeteksi pada fase identifikasi
PM-0005,Differentiable Cardiac Electrophysiology Simulations for Dynamical State and Parameter Estimation.,No,No,No,No,No,No,No,No,No,No,Yes,0,YES,Exclude,EC6: Naskah tidak tersedia dalam Bahasa Inggris atau full text tidak dapat diakses,Bahasa naskah: eng
